word,df,idf,nidn
sumatera,3,2.944,0005015905
populasi,4,2.721,0005015905
jamur,3,2.944,0005015905
logam,5,2.539,0005015905
berat,5,2.539,0005015905
air,4,2.721,0005015905
banda,3,2.944,0005015905
aceh,3,2.944,0005015905
fitoremediasi,3,2.944,0005015905
serdang,3,2.944,0005015905
resistensi,4,2.721,0005015905
plantat,4,2.721,0005015905
regenc,3,2.944,0005015905
plant,3,2.944,0005015905
aplikasi,6,1.609,0006067205
kendali,4,1.946,0006067205
ancang,10,1.157,0006067205
sistem,11,1.07,0006067205
monitoring,4,1.946,0006067205
guna,14,0.847,0006067205
komunikasi,3,2.169,0006067205
fuzzy,4,1.946,0006067205
logic,4,1.946,0006067205
metode,5,1.764,0006067205
informasi,3,2.169,0006067205
radio,3,2.169,0006067205
control,4,1.946,0006067205
model,3,2.169,0006067205
data,3,2.169,0006067205
bas,7,1.476,0006067205
kontrol,3,2.169,0006067205
smart,3,2.169,0006067205
pantau,4,1.946,0006067205
rfid,3,2.169,0006067205
ruang,3,2.169,0006067205
gate,4,1.946,0006067205
queu,3,2.169,0006067205
free,3,2.169,0006067205
toll,3,2.169,0006067205
masyarakat,9,2.219,0028036111
persepsi,3,3.135,0028036111
kerja,5,2.73,0028036111
daerah,7,2.442,0028036111
ubah,3,3.135,0028036111
lingkung,8,2.325,0028036111
demak,4,2.912,0028036111
partisipasi,3,3.135,0028036111
desa,9,2.219,0028036111
pesisir,6,2.576,0028036111
kabupaten,21,1.431,0028036111
rembang,4,2.912,0028036111
rencana,3,3.135,0028036111
implementasi,27,1.19,0028036111
program,17,1.631,0028036111
kota,24,1.303,0028036111
semarang,31,1.056,0028036111
implement,9,2.219,0028036111
polici,10,2.124,0028036111
govern,4,2.912,0028036111
indonesia,11,2.037,0028036111
local,3,3.135,0028036111
nasional,3,3.135,0028036111
daya,3,3.135,0028036111
lurah,4,2.912,0028036111
camat,14,1.814,0028036111
barat,4,2.912,0028036111
usaha,4,2.912,0028036111
evaluasi,15,1.749,0028036111
bijak,29,1.121,0028036111
kendali,3,3.135,0028036111
dinas,3,3.135,0028036111
pengaruh,3,3.135,0028036111
sekolah,3,3.135,0028036111
negeri,3,3.135,0028036111
studi,8,2.325,0028036111
kasus,6,2.576,0028036111
air,3,3.135,0028036111
analisis,9,2.219,0028036111
kelola,7,2.442,0028036111
bas,3,3.135,0028036111
lalu,4,2.912,0028036111
analysi,3,3.135,0028036111
manag,6,2.576,0028036111
coastal,3,3.135,0028036111
district,5,2.73,0028036111
strategi,4,2.912,0028036111
pariwisata,3,3.135,0028036111
wisata,3,3.135,0028036111
innov,3,3.135,0028036111
publik,5,2.73,0028036111
jalan,3,3.135,0028036111
atur,4,2.912,0028036111
umum,4,2.912,0028036111
tahun,7,2.442,0028036111
tata,3,3.135,0028036111
ruang,3,3.135,0028036111
buka,3,3.135,0028036111
hijau,3,3.135,0028036111
retribusi,4,2.912,0028036111
dampak,4,2.912,0028036111
sedia,3,3.135,0028036111
izin,3,3.135,0028036111
provinsi,6,2.576,0028036111
tengah,5,2.73,0028036111
banyumanik,3,3.135,0028036111
kawasan,4,2.912,0028036111
peran,5,2.73,0028036111
aktor,3,3.135,0028036111
jawa,3,3.135,0028036111
pati,3,3.135,0028036111
wilayah,3,3.135,0028036111
perda,3,3.135,0028036111
bumdes,3,3.135,0028036111
governance,3,3.135,0028036111
environment,3,3.135,0028036111
central,3,3.135,0028036111
java,3,3.135,0028036111
framework,3,3.135,0028036111
develop,3,3.135,0028036111
sayung,3,3.135,0028036111
regenc,4,2.912,0028036111
kembang,3,3.135,0028036111
citi,4,2.912,0028036111
badan,3,3.135,0028036111
process,3,3.135,0028036111
properti,7,1.634,0012107502
carbon,20,0.669,0012107502
apatit,23,0.536,0012107502
cement,21,0.623,0012107502
phosphat,3,2.327,0012107502
format,3,2.327,0012107502
set,6,1.768,0012107502
fabric,5,1.922,0012107502
effect,4,2.104,0012107502
composit,6,1.768,0012107502
bone,4,2.104,0012107502
hard,3,2.327,0012107502
evalu,11,1.229,0012107502
dental,9,1.411,0012107502
filler,4,2.104,0012107502
use,5,1.922,0012107502
differ,3,2.327,0012107502
base,4,2.104,0012107502
mechan,3,2.327,0012107502
strength,6,1.768,0012107502
materi,7,1.634,0012107502
endodont,3,2.327,0012107502
pulp,5,1.922,0012107502
variou,4,2.104,0012107502
concentr,3,2.327,0012107502
synthesi,4,2.104,0012107502
character,5,1.922,0012107502
cap,4,2.104,0012107502
applic,3,2.327,0012107502
time,4,2.104,0012107502
calcium,3,2.327,0012107502
indonesian,3,2.327,0012107502
coat,3,2.327,0012107502
predict,8,1.609,0020047403
system,9,1.504,0020047403
project,7,1.727,0020047403
use,6,1.861,0020047403
hybrid,3,2.42,0020047403
model,12,1.242,0020047403
guna,5,2.015,0020047403
proyek,9,1.504,0020047403
bangun,4,2.197,0020047403
surabaya,10,1.409,0020047403
gedung,3,2.42,0020047403
analisa,3,2.42,0020047403
konstruksi,3,2.42,0020047403
kerja,4,2.197,0020047403
success,3,2.42,0020047403
factor,5,2.015,0020047403
partnership,3,2.42,0020047403
lowcost,3,2.42,0020047403
apart,4,2.197,0020047403
studi,3,2.42,0020047403
method,4,2.197,0020047403
structur,3,2.42,0020047403
dynam,7,1.727,0020047403
approach,4,2.197,0020047403
bridg,3,2.42,0020047403
monitor,3,2.42,0020047403
indonesia,5,2.015,0020047403
construct,12,1.242,0020047403
worker,4,2.197,0020047403
base,7,1.727,0020047403
wast,3,2.42,0020047403
manag,4,2.197,0020047403
industri,5,2.015,0020047403
product,3,2.42,0020047403
qualiti,3,2.42,0020047403
analysi,3,2.42,0020047403
ass,5,2.015,0020047403
effect,3,2.42,0020047403
build,4,2.197,0020047403
usaha,4,1.569,0019017104
indonesia,8,0.981,0019017104
bisnis,3,1.792,0019017104
studi,4,1.569,0019017104
masyarakat,3,1.792,0019017104
biaya,3,1.792,0019017104
kabupaten,3,1.792,0019017104
senyawa,11,1.705,0031126163
asam,9,1.887,0031126163
tumbuh,3,2.803,0031126163
pterospermum,5,2.398,0031126163
celebicum,3,2.803,0031126163
miq,4,2.58,0031126163
sel,3,2.803,0031126163
leukemia,3,2.803,0031126163
p388,4,2.58,0031126163
aktivitas,5,2.398,0031126163
antibakteri,5,2.398,0031126163
turun,5,2.398,0031126163
oleanan,5,2.398,0031126163
kayu,4,2.58,0031126163
akar,4,2.58,0031126163
compound,6,2.244,0031126163
melochia,16,1.356,0031126163
umbellata,14,1.482,0031126163
houtt,16,1.356,0031126163
stapf,16,1.356,0031126163
degrabrata,12,1.625,0031126163
var,8,1.992,0031126163
isolasi,3,2.803,0031126163
uji,8,1.992,0031126163
sulawesi,8,1.992,0031126163
selatan,4,2.58,0031126163
ekstrak,8,1.992,0031126163
kleinhovia,3,2.803,0031126163
hospita,3,2.803,0031126163
sintesis,11,1.705,0031126163
studi,4,2.58,0031126163
metabolit,8,1.992,0031126163
sekunder,4,2.58,0031126163
asal,3,2.803,0031126163
bioactiv,4,2.58,0031126163
secondari,4,2.58,0031126163
extract,16,1.356,0031126163
spong,4,2.58,0031126163
spermond,4,2.58,0031126163
archipelago,3,2.803,0031126163
indonesia,3,2.803,0031126163
toxic,4,2.58,0031126163
activ,11,1.705,0031126163
bark,5,2.398,0031126163
fraksi,4,2.58,0031126163
linn,3,2.803,0031126163
antibacteri,7,2.11,0031126163
kulit,5,2.398,0031126163
batang,5,2.398,0031126163
bioaktivitasnya,4,2.58,0031126163
potenti,4,2.58,0031126163
synthesi,3,2.803,0031126163
character,3,2.803,0031126163
βsitosterol,3,2.803,0031126163
imprint,4,2.58,0031126163
polym,4,2.58,0031126163
use,3,2.803,0031126163
toksisitas,3,2.803,0031126163
metode,4,2.58,0031126163
shrimp,3,2.803,0031126163
test,4,2.58,0031126163
katalis,4,2.58,0031126163
3difenil2propen1on,3,2.803,0031126163
lalu,7,2.11,0031126163
reaksi,5,2.398,0031126163
kondensasi,3,2.803,0031126163
guna,5,2.398,0031126163
daun,3,2.803,0031126163
potensi,3,2.803,0031126163
pkumarat,3,2.803,0031126163
konversi,3,2.803,0031126163
langsung,3,2.803,0031126163
basa,3,2.803,0031126163
salina,3,2.803,0031126163
visenia,5,2.398,0031126163
south,3,2.803,0031126163
artocarpu,4,2.58,0031126163
antioxid,4,2.58,0031126163
select,3,2.803,0031126163
leaf,3,2.803,0031126163
studi,12,1.946,0004026505
perform,13,1.872,0004026505
lectur,3,3.125,0004026505
pengaruh,37,0.873,0004026505
kerja,22,1.375,0004026505
komitmen,7,2.431,0004026505
organisasional,7,2.431,0004026505
karyawan,16,1.678,0004026505
persero,4,2.901,0004026505
surabaya,22,1.375,0004026505
analisis,3,3.125,0004026505
servant,3,3.125,0004026505
leadership,9,2.208,0004026505
organizational,11,2.026,0004026505
citizenship,4,2.901,0004026505
self,5,2.719,0004026505
motivasi,3,3.125,0004026505
universitas,3,3.125,0004026505
peran,4,2.901,0004026505
organisasi,5,2.719,0004026505
puas,16,1.678,0004026505
variabel,16,1.678,0004026505
intervening,12,1.946,0004026505
tbk,5,2.719,0004026505
influenc,13,1.872,0004026505
job,17,1.62,0004026505
satisfact,12,1.946,0004026505
interven,3,3.125,0004026505
variabl,8,2.314,0004026505
product,3,3.125,0004026505
employe,13,1.872,0004026505
organiz,17,1.62,0004026505
commit,11,2.026,0004026505
pimpin,5,2.719,0004026505
transform,4,2.901,0004026505
climat,3,3.125,0004026505
work,15,1.738,0004026505
behavior,8,2.314,0004026505
spiritual,4,2.901,0004026505
indonesia,13,1.872,0004026505
turnover,3,3.125,0004026505
intention,3,3.125,0004026505
toward,3,3.125,0004026505
affect,7,2.431,0004026505
social,3,3.125,0004026505
cultur,3,3.125,0004026505
sustain,3,3.125,0004026505
commitment,7,2.431,0004026505
leader,9,2.208,0004026505
achiev,3,3.125,0004026505
motiv,6,2.565,0004026505
satisfaction,6,2.565,0004026505
empowerment,3,3.125,0004026505
trust,3,3.125,0004026505
teacher,4,2.901,0004026505
mediasi,10,2.113,0004026505
flight,3,3.125,0004026505
individu,3,3.125,0004026505
dukung,3,3.125,0004026505
perceived,3,3.125,0004026505
support,6,2.565,0004026505
pegawai,4,2.901,0004026505
entrepreneuri,4,2.901,0004026505
characterist,3,3.125,0004026505
anteced,4,2.901,0004026505
effect,5,2.719,0004026505
member,7,2.431,0004026505
exchange,3,3.125,0004026505
bank,3,3.125,0004026505
efficaci,3,3.125,0004026505
strategi,3,3.125,0004026505
qualiti,5,2.719,0004026505
affirm,5,2.719,0004026505
action,5,2.719,0004026505
polici,5,2.719,0004026505
exchang,6,2.565,0004026505
small,3,3.125,0004026505
anxieti,3,3.125,0004026505
music,3,3.125,0004026505
sekolah,3,3.125,0004026505
musik,3,3.125,0004026505
workplace,4,2.901,0004026505
deviant,3,3.125,0004026505
negeri,3,3.125,0004026505
sipil,3,3.125,0004026505
pns,3,3.125,0004026505
camat,3,3.125,0004026505
perintah,3,3.125,0004026505
readi,5,2.719,0004026505
chang,4,2.901,0004026505
mediat,5,2.719,0004026505
role,4,2.901,0004026505
manag,3,3.125,0004026505
analisis,11,1.897,0018037302
usahatani,13,1.743,0018037302
kawasan,3,2.996,0018037302
kabupaten,35,0.799,0018037302
dekat,4,2.773,0018037302
ekonomi,4,2.773,0018037302
kembang,6,2.436,0018037302
sistem,3,2.996,0018037302
sedia,4,2.773,0018037302
kasus,3,2.996,0018037302
provinsi,5,2.59,0018037302
sulawesi,3,2.996,0018037302
utara,3,2.996,0018037302
strategi,5,2.59,0018037302
padi,9,2.079,0018037302
selatan,3,2.996,0018037302
tani,9,2.079,0018037302
sawah,3,2.996,0018037302
produksi,4,2.773,0018037302
dapat,6,2.436,0018037302
bantul,6,2.436,0018037302
pengaruh,3,2.996,0018037302
kerja,3,2.996,0018037302
yogyakarta,10,1.984,0018037302
analysi,6,2.436,0018037302
farm,7,2.303,0018037302
west,3,2.996,0018037302
econom,3,2.996,0018037302
valu,3,2.996,0018037302
integrasi,5,2.59,0018037302
pasar,10,1.984,0018037302
harga,4,2.773,0018037302
jawa,4,2.773,0018037302
pangan,5,2.59,0018037302
camat,11,1.897,0018037302
tawar,3,2.996,0018037302
indonesia,14,1.674,0018037302
beras,7,2.303,0018037302
studi,4,2.773,0018037302
usaha,4,2.773,0018037302
efisiensi,14,1.674,0018037302
merah,5,2.59,0018037302
desa,5,2.59,0018037302
organik,3,2.996,0018037302
model,3,2.996,0018037302
kakao,3,2.996,0018037302
minta,3,2.996,0018037302
tingkat,3,2.996,0018037302
sleman,8,2.185,0018037302
rumah,6,2.436,0018037302
tangga,6,2.436,0018037302
daerah,3,2.996,0018037302
istimewa,3,2.996,0018037302
tebu,3,2.996,0018037302
market,4,2.773,0018037302
sumatera,3,2.996,0018037302
bawang,4,2.773,0018037302
factor,3,2.996,0018037302
influenc,3,2.996,0018037302
farmer,4,2.773,0018037302
district,3,2.996,0018037302
perform,4,2.773,0018037302
rice,4,2.773,0018037302
regenc,5,2.59,0018037302
system,3,2.996,0018037302
chain,4,2.773,0018037302
madiun,4,2.773,0018037302
seyegan,3,2.996,0018037302
lahan,3,2.996,0018037302
regress,7,1.253,0030106007
model,20,0.288,0030106007
spatial,7,1.253,0030106007
econom,3,1.946,0030106007
indonesia,4,1.723,0030106007
estim,3,1.946,0030106007
data,5,1.54,0030106007
dekat,3,1.946,0030106007
bayesian,3,1.946,0030106007
effect,3,1.946,0030106007
region,3,1.946,0030106007
vector,5,1.54,0030106007
amal,4,1.723,0030106007
studi,3,1.946,0030106007
java,4,1.723,0030106007
time,5,1.54,0030106007
autoregress,6,1.386,0030106007
forecast,3,1.946,0030106007
inflow,3,1.946,0030106007
outflow,3,1.946,0030106007
calendar,3,1.946,0030106007
variat,3,1.946,0030106007
method,3,1.946,0030106007
arima,3,1.946,0030106007
algorithm,9,0.833,0030126103
cluster,7,1.056,0030126103
ant,5,1.344,0030126103
coloni,7,1.056,0030126103
optim,13,0.496,0030126103
multipl,3,1.749,0030126103
travel,4,1.526,0030126103
salesman,4,1.526,0030126103
problem,6,1.19,0030126103
control,6,1.19,0030126103
diseas,3,1.749,0030126103
implement,6,1.19,0030126103
model,6,1.19,0030126103
intervent,3,1.749,0030126103
stock,5,1.344,0030126103
portfolio,6,1.19,0030126103
agglom,3,1.749,0030126103
genet,3,1.749,0030126103
constraint,3,1.749,0030126103
model,6,1.19,0027126201
control,10,0.738,0027126201
order,3,1.749,0027126201
system,11,0.651,0027126201
network,3,1.749,0027126201
design,3,1.749,0027126201
flexibl,3,1.749,0027126201
balanc,3,1.749,0027126201
optim,4,1.526,0027126201
use,5,1.344,0027126201
bilinear,7,1.056,0027126201
nonminimum,3,1.749,0027126201
phase,3,1.749,0027126201
robust,3,1.749,0027126201
oil,5,1.041,0006066107
seed,3,1.447,0006066107
nyamplung,6,0.887,0006066107
calophyllum,4,1.224,0006066107
inophyllum,5,1.041,0006066107
catalyst,3,1.447,0006066107
product,4,1.224,0006066107
catalyt,3,1.447,0006066107
perform,3,1.447,0006066107
fuel,3,1.447,0006066107
plastic,4,1.224,0006066107
wast,4,1.224,0006066107
3rd,3,1.447,0006066107
intern,3,1.447,0006066107
seminar,3,1.447,0006066107
chemistri,3,1.447,0006066107
tumbuh,3,2.303,0012058201
nicotiana,7,1.609,0012058201
tabacum,7,1.609,0012058201
plant,3,2.303,0012058201
tanam,4,2.079,0012058201
desa,4,2.079,0012058201
camat,3,2.303,0012058201
kabupaten,4,2.079,0012058201
stress,6,1.743,0012058201
respons,6,1.743,0012058201
morpholog,3,2.303,0012058201
characterist,3,2.303,0012058201
varieti,6,1.743,0012058201
masyarakat,3,2.303,0012058201
vitro,4,2.079,0012058201
antioxid,3,2.303,0012058201
extract,6,1.743,0012058201
piper,4,2.079,0012058201
retrofractum,4,2.079,0012058201
vahl,4,2.079,0012058201
moringa,4,2.079,0012058201
oleifera,4,2.079,0012058201
growth,3,2.303,0012058201
tobacco,6,1.743,0012058201
differ,4,2.079,0012058201
use,3,2.303,0012058201
composit,3,2.303,0012058201
synthet,3,2.303,0012058201
seed,3,2.303,0012058201
snakehead,3,2.303,0012058201
fish,3,2.303,0012058201
channa,3,2.303,0012058201
striata,3,2.303,0012058201
waterlog,5,1.897,0012058201
tuban,3,2.303,0012058201
indonesia,4,2.079,0012058201
parasit,3,0.811,0004016306
preval,3,0.811,0004016306
fauna,3,0.811,0004016306
northeastern,3,0.811,0004016306
region,5,0.405,0004016306
india,4,0.588,0004016306
effect,4,1.335,0010108402
poli,8,0.747,0010108402
spherulit,4,1.335,0010108402
crystal,5,1.153,0010108402
interact,4,1.335,0010108402
acid,7,0.865,0010108402
janusfac,3,1.558,0010108402
llactic,4,1.335,0010108402
gel,3,1.558,0010108402
radial,4,2.416,0006016306
wood,26,0.73,0006016306
properti,23,0.847,0006016306
pinu,3,2.639,0006016306
grow,3,2.639,0006016306
indonesia,13,1.386,0006016306
evalu,3,2.639,0006016306
indonesian,3,2.639,0006016306
speci,6,2.079,0006016306
sambung,3,2.639,0006016306
kayu,19,1.03,0006016306
geser,5,2.234,0006016306
ganda,4,2.416,0006016306
paku,3,2.639,0006016306
bagai,3,2.639,0006016306
analisis,3,2.639,0006016306
pengaruh,5,2.234,0006016306
sifat,5,2.234,0006016306
batang,3,2.639,0006016306
effect,8,1.828,0006016306
physic,4,2.416,0006016306
mechan,4,2.416,0006016306
excelsa,3,2.639,0006016306
oil,5,2.234,0006016306
palm,5,2.234,0006016306
compress,3,2.639,0006016306
plant,8,1.828,0006016306
kualitas,4,2.416,0006016306
jati,5,2.234,0006016306
tanam,3,2.639,0006016306
tingkat,3,2.639,0006016306
trunk,3,2.639,0006016306
diameter,3,2.639,0006016306
growth,5,2.234,0006016306
hasil,3,2.639,0006016306
secondari,4,2.416,0006016306
forest,4,2.416,0006016306
central,3,2.639,0006016306
kalimantan,4,2.416,0006016306
acacia,3,2.639,0006016306
mangium,3,2.639,0006016306
tree,4,2.416,0006016306
tumbuh,3,2.639,0006016306
karakteristik,3,2.639,0006016306
samama,4,2.416,0006016306
anatom,8,1.828,0006016306
characterist,7,1.946,0006016306
qualiti,4,2.416,0006016306
rate,3,2.639,0006016306
pulau,6,1.768,0006126504
trend,3,2.327,0006126504
suhu,3,2.327,0006126504
muka,3,2.327,0006126504
laut,6,1.768,0006126504
konsentrasi,3,2.327,0006126504
klorofila,3,2.327,0006126504
air,8,1.516,0006126504
indonesia,3,2.327,0006126504
concentr,4,2.104,0006126504
estim,4,2.104,0006126504
use,6,1.768,0006126504
algorithm,5,1.922,0006126504
level,5,1.922,0006126504
variabl,7,1.634,0006126504
surfac,10,1.316,0006126504
temperatur,4,2.104,0006126504
satellit,5,1.922,0006126504
north,3,2.327,0006126504
water,12,1.149,0006126504
season,3,2.327,0006126504
detect,3,2.327,0006126504
height,4,2.104,0006126504
natuna,3,2.327,0006126504
chlorophylla,3,2.327,0006126504
citra,4,2.104,0006126504
satelit,3,2.327,0006126504
data,6,1.768,0006126504
mangrov,3,2.327,0006126504
landsat,5,1.922,0006126504
imageri,4,2.104,0006126504
base,4,2.104,0006126504
classif,5,1.922,0006126504
island,4,2.104,0006126504
provinc,3,2.327,0006126504
habitat,6,1.768,0006126504
waveform,6,1.768,0006126504
java,3,2.327,0006126504
ubah,3,2.327,0006126504
guna,3,2.327,0006126504
map,5,1.922,0006126504
benthic,3,2.327,0006126504
anomali,3,2.327,0006126504
retrack,3,2.327,0006126504
analys,4,2.104,0006126504
object,3,2.327,0006126504
katalis,3,2.327,0024095505
addit,4,2.104,0024095505
group,5,1.922,0024095505
reduct,3,2.327,0024095505
molecular,3,2.327,0024095505
hdac,3,2.327,0024095505
class,4,2.104,0024095505
homo,4,2.104,0024095505
sapien,4,2.104,0024095505
suberoylanilid,3,2.327,0024095505
hydroxam,4,2.104,0024095505
acid,8,1.516,0024095505
saha,3,2.327,0024095505
inhibitor,7,1.634,0024095505
util,3,2.327,0024095505
compound,6,1.768,0024095505
modif,4,2.104,0024095505
extract,6,1.768,0024095505
synthesi,9,1.411,0024095505
use,8,1.516,0024095505
silico,3,2.327,0024095505
cervic,3,2.327,0024095505
cancer,3,2.327,0024095505
effect,4,2.104,0024095505
nanoparticl,3,2.327,0024095505
catalyst,5,1.922,0024095505
reaction,5,1.922,0024095505
oil,3,2.327,0024095505
bind,3,2.327,0024095505
activ,4,2.104,0024095505
chalcon,3,2.327,0024095505
chicken,3,2.327,0024095505
eggshel,3,2.327,0024095505
vitro,4,2.104,0024095505
studi,6,1.768,0024095505
dna,5,1.922,0024095505
adduct,5,1.922,0024095505
8ohdg,4,2.104,0024095505
format,5,1.922,0024095505
bisphenol,3,2.327,0024095505
deoxyguanosin,4,2.104,0024095505
depur,3,2.327,0024095505
heavi,3,2.327,0024095505
metal,3,2.327,0024095505
green,5,1.922,0024095505
mussel,3,2.327,0024095505
perna,3,2.327,0024095505
viridi,3,2.327,0024095505
potenti,3,2.327,0024095505
fentonlik,3,2.327,0024095505
effect,21,1.42,0017055904
zinc,8,2.314,0017055904
serum,3,3.125,0017055904
level,15,1.738,0017055904
malnutrit,3,3.125,0017055904
pregnant,7,2.431,0017055904
woman,7,2.431,0017055904
supplement,8,2.314,0017055904
elderli,4,2.901,0017055904
pengaruh,6,2.565,0017055904
ikan,5,2.719,0017055904
beri,8,2.314,0017055904
makan,9,2.208,0017055904
tingkat,9,2.208,0017055904
balita,3,3.125,0017055904
improv,5,2.719,0017055904
blood,5,2.719,0017055904
factor,4,2.901,0017055904
vitamin,8,2.314,0017055904
milk,3,3.125,0017055904
patient,3,3.125,0017055904
diabet,3,3.125,0017055904
lemak,3,3.125,0017055904
kadar,6,2.565,0017055904
tikus,6,2.565,0017055904
wistar,14,1.803,0017055904
feed,5,2.719,0017055904
toward,6,2.565,0017055904
increas,5,2.719,0017055904
statu,4,2.901,0017055904
child,8,2.314,0017055904
papar,6,2.565,0017055904
asap,6,2.565,0017055904
rokok,6,2.565,0017055904
gizi,8,2.314,0017055904
ekstrak,4,2.901,0017055904
merah,4,2.901,0017055904
malondialdehid,3,3.125,0017055904
extract,8,2.314,0017055904
and,3,3.125,0017055904
non,5,2.719,0017055904
anak,4,2.901,0017055904
beda,6,2.565,0017055904
pasien,7,2.431,0017055904
behavior,5,2.719,0017055904
hubung,12,1.946,0017055904
asupan,7,2.431,0017055904
role,6,2.565,0017055904
sod,4,2.901,0017055904
rumah,3,3.125,0017055904
sakit,4,2.901,0017055904
universitas,3,3.125,0017055904
airlangga,3,3.125,0017055904
surabaya,12,1.946,0017055904
