word,df,idf,nidn
halal,5,2.578,0019046008
agroindustri,7,2.29,0019046008
product,5,2.578,0019046008
daya,5,2.578,0019046008
saing,6,2.424,0019046008
produk,4,2.76,0019046008
kelapa,4,2.76,0019046008
sawit,5,2.578,0019046008
produksi,8,2.172,0019046008
bioetanol,3,2.983,0019046008
tanam,3,2.983,0019046008
analisis,3,2.983,0019046008
lard,4,2.76,0019046008
indonesia,11,1.885,0019046008
sustain,7,2.29,0019046008
palm,8,2.172,0019046008
oil,8,2.172,0019046008
ass,3,2.983,0019046008
level,3,2.983,0019046008
properti,5,2.578,0019046008
bas,4,2.76,0019046008
bogor,5,2.578,0019046008
program,4,2.76,0019046008
terap,3,2.983,0019046008
rantai,3,2.983,0019046008
bersih,3,2.983,0019046008
electr,3,2.983,0019046008
use,8,2.172,0019046008
approach,4,2.76,0019046008
univers,4,2.76,0019046008
case,3,2.983,0019046008
student,3,2.983,0019046008
kasus,3,2.983,0019046008
ganggu,3,1.792,0301035303
ass,4,1.569,0301035303
depress,4,1.569,0301035303
schizophrenia,9,0.875,0301035303
indonesia,6,1.232,0301035303
patient,7,1.099,0301035303
studi,3,1.792,0301035303
cognit,4,1.569,0301035303
factor,3,1.792,0301035303
didik,4,1.163,0017065905
bina,3,1.386,0017065905
siswa,4,1.163,0017065905
studi,7,0.693,0017065905
bandung,5,0.981,0017065905
efektivitas,4,1.163,0017065905
pai,3,1.386,0017065905
ajar,5,0.981,0017065905
school,3,1.386,0017065905
tingkat,3,1.386,0017065905
model,4,1.163,0017065905
akhlak,4,1.163,0017065905
educ,3,1.386,0017065905
islam,3,1.386,0017065905
build,3,1.386,0017065905
citi,4,1.224,0004056303
indonesia,5,1.041,0004056303
studi,5,1.041,0004056303
makassar,8,0.636,0004056303
model,4,1.224,0004056303
transit,4,1.224,0004056303
develop,4,1.224,0004056303
rewet,3,2.944,0010095505
organ,3,2.944,0010095505
soil,5,2.539,0010095505
climat,5,2.539,0010095505
chang,15,1.558,0010095505
mitig,3,2.944,0010095505
impact,5,2.539,0010095505
land,10,1.933,0010095505
convers,3,2.944,0010095505
carbon,29,0.93,0010095505
tropic,19,1.335,0010095505
peatland,14,1.623,0010095505
indonesia,16,1.498,0010095505
coastal,4,2.721,0010095505
ecosystem,6,2.385,0010095505
tree,4,2.721,0010095505
nation,3,2.944,0010095505
monitor,3,2.944,0010095505
review,4,2.721,0010095505
potenti,3,2.944,0010095505
stock,10,1.933,0010095505
area,3,2.944,0010095505
emiss,10,1.933,0010095505
peat,9,2.028,0010095505
fire,6,2.385,0010095505
southeast,3,2.944,0010095505
asia,3,2.944,0010095505
cover,4,2.721,0010095505
dynam,4,2.721,0010095505
indonesian,5,2.539,0010095505
forest,16,1.498,0010095505
swamp,7,2.251,0010095505
accumul,3,2.944,0010095505
model,5,2.539,0010095505
ass,6,2.385,0010095505
mangrov,14,1.623,0010095505
global,5,2.539,0010095505
wetland,3,2.944,0010095505
greenhous,4,2.721,0010095505
product,4,2.721,0010095505
kalimantan,5,2.539,0010095505
biomass,3,2.944,0010095505
estim,3,2.944,0010095505
blue,7,2.251,0010095505
seagrass,3,2.944,0010095505
use,6,2.385,0010095505
2015,4,2.721,0010095505
manag,4,2.721,0010095505
degrad,3,2.944,0010095505
west,3,2.944,0010095505
plot,3,2.944,0010095505
lahan,4,2.721,0010095505
gambut,5,2.539,0010095505
system,3,2.944,0010095505
relat,3,2.944,0010095505
restor,3,2.944,0010095505
produksi,5,2.719,0604027501
lecithin,3,3.125,0604027501
minyak,3,3.125,0604027501
jagung,4,2.901,0604027501
peran,4,2.901,0604027501
karya,5,2.719,0604027501
sampah,3,3.125,0604027501
kabupaten,12,1.946,0604027501
media,5,2.719,0604027501
tingkat,8,2.314,0604027501
siswa,3,3.125,0604027501
materi,3,3.125,0604027501
malang,4,2.901,0604027501
guna,3,3.125,0604027501
degumming,3,3.125,0604027501
pengaruh,5,2.719,0604027501
beri,3,3.125,0604027501
perintah,5,2.719,0604027501
wilayah,3,3.125,0604027501
barat,4,2.901,0604027501
bahasa,3,3.125,0604027501
analisis,5,2.719,0604027501
studi,3,3.125,0604027501
universitas,3,3.125,0604027501
tahun,3,3.125,0604027501
islam,6,2.565,0604027501
tanam,4,2.901,0604027501
indonesia,7,2.431,0604027501
implementasi,4,2.901,0604027501
ajar,5,2.719,0604027501
kontrak,3,3.125,0604027501
tumbuh,3,3.125,0604027501
bebas,3,3.125,0604027501
camat,5,2.719,0604027501
kendari,3,3.125,0604027501
kota,7,2.431,0604027501
limbah,3,3.125,0604027501
didik,3,3.125,0604027501
agama,3,3.125,0604027501
pasuruan,3,3.125,0604027501
lignin,5,2.719,0604027501
extract,3,3.125,0604027501
rice,6,2.565,0604027501
husk,5,2.719,0604027501
alkalin,3,3.125,0604027501
hydrogen,3,3.125,0604027501
peroxid,3,3.125,0604027501
develop,5,2.719,0604027501
tani,4,2.901,0604027501
sistem,3,3.125,0604027501
rencana,3,3.125,0604027501
isol,3,3.125,0604027501
east,3,3.125,0604027501
protein,5,2.719,0604027501
signal,3,3.125,0604027501
growth,5,2.719,0604027501
effect,4,2.901,0604027501
negeri,4,2.901,0604027501
natur,4,2.901,0604027501
terap,3,3.125,0604027501
rumah,3,3.125,0604027501
membran,4,2.901,0604027501
cervic,3,1.447,0010056705
epiderm,3,1.447,0010056705
growth,3,1.447,0010056705
factor,4,1.224,0010056705
receptor,3,1.447,0010056705
express,5,1.041,0010056705
cell,4,1.224,0010056705
carcinoma,7,0.754,0010056705
nasopharyng,5,1.041,0010056705
patient,4,1.224,0010056705
cancer,4,1.224,0010056705
indonesia,6,0.887,0010056705
studi,6,1.145,0011077001
indonesia,4,1.482,0011077001
educ,4,1.482,0011077001
social,4,1.482,0011077001
mahasiswa,3,1.705,0011077001
sikap,3,1.705,0011077001
karakteristik,4,1.335,0015087413
tepung,4,1.335,0015087413
putih,4,1.335,0015087413
telur,7,0.865,0015087413
hasil,5,1.153,0015087413
fermentasi,4,1.335,0015087413
saccharomyces,3,1.558,0015087413
fungsional,3,1.558,0015087413
beda,4,1.335,0015087413
antioxid,4,1.335,0015087413
activ,5,1.153,0015087413
egg,11,0.46,0015087413
white,6,0.999,0015087413
plantarum,3,1.558,0015087413
infertil,5,1.153,0015087413
ferment,7,0.865,0015087413
differ,8,0.747,0015087413
time,6,0.999,0015087413
level,4,1.335,0015087413
mutat,4,1.974,0519117902
indonesian,6,1.638,0519117902
patient,22,0.448,0519117902
epilepsi,3,2.197,0519117902
gene,3,2.197,0519117902
express,7,1.504,0519117902
effect,9,1.281,0519117902
ret,5,1.792,0519117902
polymorph,5,1.792,0519117902
outcom,5,1.792,0519117902
hirschsprung,16,0.75,0519117902
diseas,14,0.875,0519117902
procedur,4,1.974,0519117902
nrg1,4,1.974,0519117902
biliari,5,1.792,0519117902
atresia,5,1.792,0519117902
indonesia,6,1.638,0519117902
kasai,3,2.197,0519117902
liver,5,1.792,0519117902
transplant,3,2.197,0519117902
syndrom,3,2.197,0519117902
variant,4,1.974,0519117902
impact,3,2.197,0519117902
multifactori,3,2.197,0519117902
aberr,3,2.197,0519117902
model,5,1.099,0028067701
data,7,0.811,0028067701
penalized,4,1.281,0028067701
spline,10,0.492,0028067701
estim,4,1.281,0028067701
regresi,7,0.811,0028067701
longitudinal,4,1.281,0028067701
estimasi,3,1.504,0028067701
parameter,3,1.504,0028067701
maksimum,3,1.504,0028067701
likelihood,3,1.504,0028067701
matrix,3,1.504,0028067701
darah,3,1.504,0028067701
influenc,3,2.015,0418028202
purchas,3,2.015,0418028202
decis,3,2.015,0418028202
patient,4,1.792,0418028202
hospit,8,1.204,0418028202
bandung,11,0.916,0418028202
indonesia,7,1.322,0418028202
behavior,3,2.015,0418028202
pharmacist,7,1.322,0418028202
health,5,1.609,0418028202
satisfact,3,2.015,0418028202
drug,3,2.015,0418028202
effect,4,1.792,0418028202
mediat,3,2.015,0418028202
role,3,2.015,0418028202
nation,4,1.792,0418028202
insur,3,2.015,0418028202
public,4,1.792,0418028202
abc,3,2.015,0418028202
obat,3,2.015,0418028202
pasien,5,1.609,0418028202
metode,5,1.609,0418028202
salah,3,2.015,0418028202
servic,4,1.792,0418028202
qualiti,3,2.015,0418028202
guna,3,2.015,0418028202
tingkat,3,2.015,0418028202
mutu,4,1.792,0418028202
layan,6,1.455,0418028202
sehat,5,1.609,0418028202
rumah,4,1.792,0418028202
sakit,4,1.792,0418028202
puas,3,2.015,0418028202
pharmaci,4,1.792,0418028202
unit,3,2.015,0418028202
faktorfaktor,3,3.08,0012086306
hubung,32,0.969,0012086306
ganggu,8,2.269,0012086306
fungsi,10,2.068,0012086306
paru,13,1.827,0012086306
kerja,23,1.288,0012086306
kelas,3,3.08,0012086306
kota,16,1.633,0012086306
efektivitas,6,2.52,0012086306
unit,3,3.08,0012086306
olah,4,2.856,0012086306
air,10,2.068,0012086306
depot,3,3.08,0012086306
minum,4,2.856,0012086306
isi,5,2.674,0012086306
ulang,4,2.856,0012086306
turun,8,2.269,0012086306
kadar,13,1.827,0012086306
logam,3,3.08,0012086306
faktor,17,1.576,0012086306
risiko,12,1.901,0012086306
kabupaten,28,1.099,0012086306
analisis,15,1.693,0012086306
spasial,5,2.674,0012086306
lingkung,19,1.47,0012086306
jadi,24,1.247,0012086306
dbd,5,2.674,0012086306
demak,4,2.856,0012086306
kembang,3,3.08,0012086306
sistem,6,2.52,0012086306
informasi,4,2.856,0012086306
sanitasi,5,2.674,0012086306
dinas,3,3.08,0012086306
sehat,9,2.163,0012086306
camat,14,1.758,0012086306
magelang,6,2.52,0012086306
papar,10,2.068,0012086306
pestisida,6,2.52,0012086306
studi,4,2.856,0012086306
tani,6,2.52,0012086306
leptospirosis,3,3.08,0012086306
pati,3,3.08,0012086306
jawa,4,2.856,0012086306
tengah,4,2.856,0012086306
amoniak,3,3.08,0012086306
bakteri,4,2.856,0012086306
limbah,9,2.163,0012086306
cair,7,2.386,0012086306
rsud,3,3.08,0012086306
semarang,27,1.134,0012086306
desa,4,2.856,0012086306
perilaku,6,2.52,0012086306
demam,5,2.674,0012086306
darah,11,1.981,0012086306
dengue,5,2.674,0012086306
wilayah,11,1.981,0012086306
puskesmas,11,1.981,0012086306
pengaruh,6,2.52,0012086306
sakit,4,2.856,0012086306
kualitas,6,2.52,0012086306
fisik,3,3.08,0012086306
rumah,8,2.269,0012086306
balita,4,2.856,0012086306
sebar,4,2.856,0012086306
pneumonia,3,3.08,0012086306
tahun,5,2.674,0012086306
timbal,4,2.856,0012086306
industri,3,3.08,0012086306
padat,3,3.08,0012086306
lalu,4,2.856,0012086306
konsentrasi,4,2.856,0012086306
masyarakat,7,2.386,0012086306
jalan,5,2.674,0012086306
praktik,4,2.856,0012086306
pajan,3,3.08,0012086306
benzene,3,3.08,0012086306
beda,5,2.674,0012086306
flow,3,3.08,0012086306
fosfat,3,3.08,0012086306
ruang,3,3.08,0012086306
rawat,4,2.856,0012086306
inap,4,2.856,0012086306
indonesia,4,2.856,0012086306
variasi,5,2.674,0012086306
malaria,3,3.08,0012086306
hamil,4,2.856,0012086306
awat,3,3.08,0012086306
instalasi,3,3.08,0012086306
district,3,3.08,0012086306
dasar,5,2.674,0012086306
debu,6,2.52,0012086306
ibu,3,3.08,0012086306
filariasi,4,2.856,0012086306
transmiss,3,3.08,0012086306
potenti,3,3.08,0012086306
central,3,3.08,0012086306
java,3,3.08,0012086306
aktif,3,3.08,0012086306
area,4,2.451,0017047607
cikapundung,5,2.269,0017047607
river,3,2.674,0017047607
groundwat,5,2.269,0017047607
research,11,1.576,0017047607
landscap,3,2.674,0017047607
jakarta,3,2.674,0017047607
water,7,1.981,0017047607
manag,7,1.981,0017047607
open,5,2.269,0017047607
indonesia,7,1.981,0017047607
air,7,1.981,0017047607
tanah,4,2.451,0017047607
sumber,3,2.674,0017047607
kota,3,2.674,0017047607
bandung,8,1.863,0017047607
statu,3,2.674,0017047607
indonesian,4,2.451,0017047607
journal,3,2.674,0017047607
kendal,3,2.674,0017047607
propos,3,2.674,0017047607
jawa,4,2.451,0017047607
map,4,2.451,0017047607
geologi,3,2.674,0017047607
kawasan,4,2.451,0017047607
barat,3,2.674,0017047607
airtanah,3,2.674,0017047607
analisis,5,2.269,0017047607
scienc,5,2.269,0017047607
buka,3,2.674,0017047607
data,7,1.981,0017047607
studi,7,1.981,0017047607
pola,4,2.451,0017047607
sungai,5,2.269,0017047607
utara,3,2.674,0017047607
method,3,2.674,0017047607
use,5,2.269,0017047607
plan,3,2.674,0017047607
case,3,2.674,0017047607
baleendah,3,2.674,0017047607
java,3,2.674,0017047607
analysi,14,0.659,0013078401
algorithm,3,1.981,0013078401
implement,3,1.981,0013078401
base,13,0.728,0013078401
system,17,0.477,0013078401
use,13,0.728,0013078401
latent,10,0.969,0013078401
semant,10,0.969,0013078401
automat,10,0.969,0013078401
crosslanguag,3,1.981,0013078401
plagiar,4,1.758,0013078401
languag,4,1.758,0013078401
recognit,4,1.758,0013078401
knearest,4,1.758,0013078401
neighbor,4,1.758,0013078401
eeg,8,1.17,0013078401
emot,5,1.576,0013078401
rel,4,1.758,0013078401
wavelet,5,1.576,0013078401
energi,3,1.981,0013078401
featur,5,1.576,0013078401
neural,7,1.288,0013078401
network,8,1.17,0013078401
detect,8,1.17,0013078401
artifici,4,1.758,0013078401
classif,3,1.981,0013078401
signal,4,1.758,0013078401
vector,7,1.288,0013078401
support,3,1.981,0013078401
machin,3,1.981,0013078401
learn,3,1.981,0013078401
quantiz,3,1.981,0013078401
perform,3,1.981,0013078401
essay,7,1.288,0013078401
grade,8,1.17,0013078401
japanes,4,1.758,0013078401
answer,4,1.758,0013078401
categor,3,1.981,0013078401
short,4,1.758,0013078401
fish,8,1.914,0017096201
cirata,9,1.808,0017096201
reservoir,4,2.501,0017096201
west,6,2.165,0017096201
java,7,2.031,0017096201
indonesia,13,1.472,0017096201
system,6,2.165,0017096201
ikan,12,1.546,0017096201
tangkap,3,2.725,0017096201
situ,8,1.914,0017096201
kabupaten,11,1.626,0017096201
bandung,3,2.725,0017096201
karakteristik,3,2.725,0017096201
substrat,4,2.501,0017096201
struktur,6,2.165,0017096201
komunitas,7,2.031,0017096201
sungai,3,2.725,0017096201
tumbuh,6,2.165,0017096201
limbah,3,2.725,0017096201
budidaya,8,1.914,0017096201
waduk,6,2.165,0017096201
plankton,11,1.626,0017096201
garut,5,2.319,0017096201
jawa,13,1.472,0017096201
barat,13,1.472,0017096201
air,7,2.031,0017096201
bioindikator,3,2.725,0017096201
bagendit,3,2.725,0017096201
pengaruh,4,2.501,0017096201
nila,3,2.725,0017096201
kualitas,3,2.725,0017096201
tingkat,4,2.501,0017096201
guna,3,2.725,0017096201
aerasi,3,2.725,0017096201
effect,5,2.319,0017096201
ratio,3,2.725,0017096201
nile,3,2.725,0017096201
tilapia,4,2.501,0017096201
catfish,3,2.725,0017096201
polycultur,3,2.725,0017096201
suhu,3,2.725,0017096201
sistem,3,2.725,0017096201
water,9,1.808,0017096201
qualiti,5,2.319,0017096201
aquapon,6,2.165,0017096201
growth,3,2.725,0017096201
district,4,2.501,0017096201
provinc,3,2.725,0017096201
pangandaran,6,2.165,0017096201
differ,4,2.501,0017096201
distribut,3,2.725,0017096201
ethanol,3,1.179,0015107406
extract,4,0.956,0015107406
glycol,3,1.179,0015107406
reliabl,3,1.658,0023046204
center,3,1.658,0023046204
mainten,3,1.658,0023046204
rcm,3,1.658,0023046204
sistem,3,1.658,0023046204
model,5,1.253,0023046204
foot,4,1.435,0023046204
area,3,1.658,0023046204
partial,4,2.856,0005098101
detect,14,1.758,0005098101
total,4,2.856,0005098101
use,21,1.375,0005098101
electr,11,1.981,0005098101
impact,3,3.08,0005098101
perform,4,2.856,0005098101
hybrid,3,3.08,0005098101
vehicl,3,3.08,0005098101
voltag,18,1.521,0005098101
base,13,1.827,0005098101
analisis,5,2.674,0005098101
listrik,6,2.52,0005098101
500,3,3.08,0005098101
logic,4,2.856,0005098101
power,9,2.163,0005098101
simul,5,2.674,0005098101
analysi,20,1.421,0005098101
high,4,2.856,0005098101
imped,4,2.856,0005098101
temporari,3,3.08,0005098101
short,9,2.163,0005098101
circuit,10,2.068,0005098101
induct,18,1.521,0005098101
motor,26,1.17,0005098101
wind,6,2.52,0005098101
fault,15,1.693,0005098101
stator,7,2.386,0005098101
unbal,3,3.08,0005098101
three,8,2.269,0005098101
phase,10,2.068,0005098101
deteksi,4,2.856,0005098101
guna,5,2.674,0005098101
wavelet,16,1.633,0005098101
diagnost,3,3.08,0005098101
low,8,2.269,0005098101
current,11,1.981,0005098101
frequenc,3,3.08,0005098101
evalu,3,3.08,0005098101
studi,5,2.674,0005098101
transform,27,1.134,0005098101
rotor,3,3.08,0005098101
test,4,2.856,0005098101
insul,7,2.386,0005098101
system,6,2.52,0005098101
artifici,4,2.856,0005098101
design,10,2.068,0005098101
onlin,3,3.08,0005098101
monitor,4,2.856,0005098101
line,3,3.08,0005098101
distribut,4,2.856,0005098101
network,8,2.269,0005098101
sourc,3,3.08,0005098101
charg,3,3.08,0005098101
station,4,2.856,0005098101
neural,7,2.386,0005098101
desain,4,2.856,0005098101
arus,6,2.52,0005098101
bas,4,2.856,0005098101
fuzzy,3,3.08,0005098101
inrush,6,2.52,0005098101
field,3,3.08,0005098101
effect,10,2.068,0005098101
acceler,3,3.08,0005098101
age,3,3.08,0005098101
experi,3,3.08,0005098101
method,5,2.674,0005098101
magnet,3,3.08,0005098101
tegang,4,2.856,0005098101
ferroreson,7,2.386,0005098101
characterist,6,2.52,0005098101
capacit,3,3.08,0005098101
arc,6,2.52,0005098101
classif,7,2.386,0005098101
identif,3,3.08,0005098101
model,3,3.08,0005098101
rendah,3,3.08,0005098101
singl,3,3.08,0005098101
discret,3,3.08,0005098101
oil,6,2.52,0005098101
load,4,2.856,0005098101
applic,5,2.674,0005098101
select,3,3.08,0005098101
gap,3,3.08,0005098101
particl,3,3.08,0005098101
breakdown,3,3.08,0005098101
variat,3,3.08,0005098101
scooter,3,3.08,0005098101
novel,3,1.558,0002056103
stemona,3,1.558,0002056103
tuberosa,4,1.335,0002056103
lour,3,1.558,0002056103
antimalari,4,1.335,0002056103
activ,3,1.558,0002056103
determin,4,1.335,0002056103
red,3,1.558,0002056103
rat,3,1.558,0002056103
cocoa,3,1.558,0002056103
powder,3,1.558,0002056103
extract,4,1.335,0002056103
capsul,3,1.558,0002056103
ajar,5,0.773,0009076101
pengaruh,4,0.956,0009076101
kewirausahaan,4,0.956,0009076101
kerja,3,1.179,0009076101
model,3,1.179,0009076101
respons,8,1.653,0019116804
antioxid,6,1.904,0019116804
enzym,3,2.464,0019116804
rice,3,2.464,0019116804
oryza,3,2.464,0019116804
sativa,3,2.464,0019116804
submerg,3,2.464,0019116804
growth,7,1.771,0019116804
genotyp,5,2.058,0019116804
seleksi,4,2.241,0019116804
hasil,3,2.464,0019116804
silang,3,2.464,0019116804
beberapa,11,1.365,0019116804
tanam,13,1.211,0019116804
karet,4,2.241,0019116804
hevea,4,2.241,0019116804
muell,4,2.241,0019116804
arg,4,2.241,0019116804
varietas,15,1.078,0019116804
kedelai,16,1.017,0019116804
glycine,15,1.078,0019116804
max,20,0.806,0019116804
merrill,7,1.771,0019116804
beri,13,1.211,0019116804
pupuk,5,2.058,0019116804
tumbuh,11,1.365,0019116804
produksi,3,2.464,0019116804
sumatera,5,2.058,0019116804
utara,4,2.241,0019116804
dasar,3,2.464,0019116804
lateks,3,2.464,0019116804
pengaruh,4,2.241,0019116804
kalus,5,2.058,0019116804
kondisi,5,2.058,0019116804
respon,5,2.058,0019116804
soybean,8,1.653,0019116804
glycin,5,2.058,0019116804
merril,6,1.904,0019116804
applic,4,2.241,0019116804
karakter,7,1.771,0019116804
morfologi,3,2.464,0019116804
tinggi,3,2.464,0019116804
raga,3,2.464,0019116804
stress,3,2.464,0019116804
genang,4,2.241,0019116804
ga3,4,2.241,0019116804
ragam,4,2.241,0019116804
embriogenik,3,2.464,0019116804
merill,4,2.241,0019116804
hipoksia,4,2.241,0019116804
vitro,4,2.241,0019116804
morfologis,3,2.464,0019116804
hubung,3,2.464,0019116804
kerabat,3,2.464,0019116804
ipomoea,3,2.464,0019116804
asam,4,2.241,0019116804
kabupaten,4,2.241,0019116804
bap,4,2.241,0019116804
effect,3,2.464,0019116804
acid,3,2.464,0019116804
product,4,2.451,0013107201
improv,6,2.115,0013107201
indonesia,13,1.421,0013107201
use,8,1.863,0013107201
strategi,4,2.451,0013107201
chain,6,2.115,0013107201
studi,4,2.451,0013107201
reduc,5,2.269,0013107201
cost,3,2.674,0013107201
industri,6,2.115,0013107201
equip,4,2.451,0013107201
manag,19,1.065,0013107201
servic,3,2.674,0013107201
system,16,1.227,0013107201
bandung,5,2.269,0013107201
wast,3,2.674,0013107201
suppli,7,1.981,0013107201
citi,3,2.674,0013107201
analysi,7,1.981,0013107201
public,5,2.269,0013107201
hospit,9,1.758,0013107201
inventori,9,1.758,0013107201
medic,3,2.674,0013107201
consum,3,2.674,0013107201
case,5,2.269,0013107201
design,6,2.115,0013107201
simul,3,2.674,0013107201
perform,12,1.495,0013107201
base,3,2.674,0013107201
krakatau,4,2.451,0013107201
hot,3,2.674,0013107201
mill,3,2.674,0013107201
steel,3,2.674,0013107201
method,3,2.674,0013107201
indonesian,4,2.451,0013107201
support,3,2.674,0013107201
enter,3,2.674,0013107201
formula,3,2.674,0013107201
food,3,2.674,0013107201
review,4,2.451,0013107201
model,10,1.663,0013107201
asian,3,2.674,0013107201
journal,3,2.674,0013107201
technolog,4,2.451,0013107201
polici,3,2.674,0013107201
dynam,3,2.674,0013107201
develop,3,2.674,0013107201
conceptu,3,2.674,0013107201
compani,4,2.451,0013107201
framework,5,2.269,0013107201
medium,3,2.674,0013107201
revers,3,2.674,0013107201
logist,6,2.115,0013107201
measur,3,2.674,0013107201
citru,9,1.705,0001065808
japan,3,2.621,0001065808
detect,3,2.621,0001065808
fusarium,10,1.609,0001065808
oxysporum,4,2.398,0001065808
cubens,4,2.398,0001065808
pathogen,4,2.398,0001065808
wilt,5,2.216,0001065808
diseas,12,1.442,0001065808
banana,10,1.609,0001065808
spp,5,2.216,0001065808
tanam,3,2.621,0001065808
pisang,6,2.061,0001065808
sakit,5,2.216,0001065808
deteksi,5,2.216,0001065808
virus,4,2.398,0001065808
infect,3,2.621,0001065808
indonesia,7,1.928,0001065808
genet,4,2.398,0001065808
diver,4,2.398,0001065808
blood,4,2.398,0001065808
yogyakarta,3,2.621,0001065808
java,3,2.621,0001065808
layu,3,2.621,0001065808
bakteri,3,2.621,0001065808
pelihara,3,2.621,0001065808
larva,3,2.621,0001065808
rainbow,4,2.398,0001065808
kurumoi,3,2.621,0001065808
benih,3,2.621,0001065808
ikan,6,2.061,0001065808
respons,4,2.398,0001065808
effect,3,2.621,0001065808
use,4,2.398,0001065808
identif,3,2.621,0001065808
shallot,5,2.216,0001065808
merah,3,2.621,0001065808
bantul,3,2.621,0001065808
allium,3,2.621,0001065808
bulb,3,2.621,0001065808
treatment,3,2.621,0001065808
plant,4,2.398,0001065808
growth,3,2.621,0001065808
huanglongb,4,2.398,0001065808
data,3,2.621,0001065808
pengaruh,3,2.621,0001065808
model,7,0.0,0004117702
due,3,0.693,0004117702
continu,3,0.693,0004117702
genet,3,0.693,0004117702
algorithm,3,0.693,0004117702
paramet,3,0.693,0004117702
estim,3,0.693,0004117702
platelet,4,2.262,0020025404
ratio,5,2.079,0020025404
liver,13,1.232,0020025404
chronic,3,2.485,0020025404
hepat,4,2.262,0020025404
patient,16,1.038,0020025404
colorect,4,2.262,0020025404
cancer,8,1.674,0020025404
base,4,2.262,0020025404
differ,3,2.485,0020025404
locat,3,2.485,0020025404
correl,5,2.079,0020025404
sever,8,1.674,0020025404
helicobact,14,1.163,0020025404
pylorus,14,1.163,0020025404
infect,10,1.473,0020025404
risk,3,2.485,0020025404
factor,6,1.925,0020025404
gastriti,14,1.163,0020025404
serum,16,1.038,0020025404
vegf,7,1.792,0020025404
level,20,0.827,0020025404
associ,6,1.925,0020025404
degre,11,1.386,0020025404
comparison,9,1.569,0020025404
cirrhosi,8,1.674,0020025404
adam,6,1.925,0020025404
malik,5,2.079,0020025404
gener,5,2.079,0020025404
hospit,5,2.079,0020025404
caga,5,2.079,0020025404
vaca,3,2.485,0020025404
gene,7,1.792,0020025404
open,6,1.925,0020025404
access,5,2.079,0020025404
mace,5,2.079,0020025404
sci,4,2.262,0020025404
gastric,5,2.079,0020025404
hepatocellular,5,2.079,0020025404
carcinoma,5,2.079,0020025404
barcelona,4,2.262,0020025404
clinic,4,2.262,0020025404
haji,4,2.262,0020025404
malondialdehyd,3,2.485,0020025404
premalign,3,2.485,0020025404
lesion,3,2.485,0020025404
tumor,3,2.485,0020025404
posit,3,2.485,0020025404
among,3,2.485,0020025404
model,16,1.118,0025056009
data,4,2.342,0025056009
ekonomi,3,2.565,0025056009
miskin,3,2.565,0025056009
metode,4,2.342,0025056009
regresi,14,1.243,0025056009
tobit,3,2.565,0025056009
multivariat,3,2.565,0025056009
indonesia,3,2.565,0025056009
spline,7,1.872,0025056009
nonparametr,8,1.754,0025056009
regress,11,1.466,0025056009
analisis,15,1.179,0025056009
spasial,3,2.565,0025056009
studi,4,2.342,0025056009
kasus,4,2.342,0025056009
guna,14,1.243,0025056009
pulau,3,2.565,0025056009
jawa,15,1.179,0025056009
kota,3,2.565,0025056009
langgan,3,2.565,0025056009
puas,4,2.342,0025056009
cart,4,2.342,0025056009
tree,3,2.565,0025056009
faktorfaktor,3,2.565,0025056009
faktor,7,1.872,0025056009
pengaruh,8,1.754,0025056009
indeks,4,2.342,0025056009
bangun,5,2.159,0025056009
manusia,4,2.342,0025056009
kabupatenkota,4,2.342,0025056009
provinsi,6,2.005,0025056009
timur,12,1.386,0025056009
panel,4,2.342,0025056009
angka,4,2.342,0025056009
putus,3,2.565,0025056009
sekolah,3,2.565,0025056009
usia,3,2.565,0025056009
ajar,3,2.565,0025056009
estim,5,2.159,0025056009
multivari,3,2.565,0025056009
dekat,4,2.342,0025056009
small,3,2.565,0025056009
area,3,2.565,0025056009
nilai,3,2.565,0025056009
mahasiswa,3,2.565,0025056009
its,4,2.342,0025056009
klasifikasi,3,2.565,0025056009
anggur,3,2.565,0025056009
classification,3,2.565,0025056009
and,5,2.159,0025056009
regression,6,2.005,0025056009
kelompok,7,1.872,0025056009
dasar,7,1.872,0025056009
indikator,3,2.565,0025056009
didik,4,2.342,0025056009
kabupaten,5,2.159,0025056009
sidoarjo,3,2.565,0025056009
sehat,3,2.565,0025056009
truncat,4,2.342,0025056009
method,3,2.565,0025056009
rumah,4,2.342,0025056009
tangga,4,2.342,0025056009
konsumsi,4,2.342,0025056009
air,4,2.342,0025056009
bersih,4,2.342,0025056009
produksi,4,2.079,0020125401
jagung,6,1.743,0020125401
sulawesi,3,2.303,0020125401
select,5,1.897,0020125401
sugarcan,4,2.079,0020125401
drought,4,2.079,0020125401
toler,3,2.303,0020125401
salin,4,2.079,0020125401
marka,3,2.303,0020125401
ssr,3,2.303,0020125401
effect,7,1.609,0020125401
growth,3,2.303,0020125401
yield,5,1.897,0020125401
rice,6,1.743,0020125401
lalu,4,2.079,0020125401
sistem,4,2.079,0020125401
benih,3,2.303,0020125401
padi,4,2.079,0020125401
genotipe,3,2.303,0020125401
kering,3,2.303,0020125401
upland,3,2.303,0020125401
red,3,2.303,0020125401
shade,3,2.303,0020125401
genotyp,5,1.897,0020125401
tingkat,3,2.303,0020125401
produktivitas,3,2.303,0020125401
maiz,4,2.079,0020125401
tani,3,2.303,0020125401
kabupaten,3,2.303,0020125401
wheat,4,2.079,0020125401
indonesia,5,1.897,0020125401
mutant,3,2.303,0020125401
